customer_id,frequency,monetary,recency,R,F,M,segment,name,country,age
1778,1,6.72,1910,1,1,1,Kayıp,Michael Wells MD,BR,47
1779,2,691.4599999999999,798,3,3,5,Sadık,Alicia Lopez,US,24
1780,4,632.47,5,5,4,5,Şampiyon,Jaime Moore,MX,21
1781,1,86.25,1562,1,1,2,Kayıp,Melissa Henderson,US,51
1782,2,243.87,184,5,3,3,Sadık,Tiffany Fuller,GB,33
1783,3,389.54,159,5,4,4,Şampiyon,Angela Hodge,SG,65
1784,1,457.31,1025,2,1,5,Kayıp,Tamara Baldwin,GB,71
1785,3,674.3299999999999,1032,2,4,5,Risk Altında,Charles Washington,GB,65
1786,2,409.47,459,4,3,4,Sadık,Calvin Williams,BR,19
1787,1,9.2,86,5,1,1,Yeni,Scott Smith,MX,58
1788,1,109.77,1469,1,1,2,Kayıp,Jessica Page,FR,70
1789,3,367.9,323,4,4,4,Şampiyon,Jon Zamora,DE,49
1791,2,163.81,663,3,3,3,Sadık,Daniel Roberts,IN,18
1793,1,270.02,1591,1,1,4,Kayıp,Todd Frazier,IN,52
1794,2,159.38,263,4,3,3,Sadık,Linda Barton,US,63
1795,1,34.03,2031,1,1,1,Kayıp,Thomas White,US,36
1796,2,624.2399999999999,909,2,3,5,Risk Altında,Travis Taylor,NL,20
1798,1,52.69,1462,1,1,1,Kayıp,Antonio Wright,IN,44
1799,3,479.46000000000004,945,2,4,5,Risk Altında,Michelle Williams,US,24
1800,1,27.6,1687,1,1,1,Kayıp,Cassandra Schwartz,AE,41
1801,1,508.55,1126,2,1,5,Kayıp,Nicholas Duffy,US,25
1802,1,182.3,1132,2,1,3,Kayıp,Kimberly Miller,GB,46
1803,2,308.85,196,5,3,4,Sadık,Joshua Henry,US,21
1804,2,186.2,689,3,3,3,Sadık,Elizabeth Bartlett,US,63
1805,2,286.82,8,5,3,4,Sadık,Francis Walls,JP,70
1807,2,176.28,429,4,3,3,Sadık,Cynthia Mayer,AE,61
1808,3,699.52,3,5,4,5,Şampiyon,Jennifer Compton,DE,42
1809,4,661.0699999999999,768,3,4,5,Sadık,Ashley Bailey,SG,45
1810,5,515.01,198,5,4,5,Şampiyon,Justin Sanchez DVM,ES,49
1811,4,315.08,655,3,4,4,Sadık,Veronica Robertson,GB,75
1812,1,10.5,151,5,1,1,Yeni,Anthony Evans,FR,58
1814,3,339.96999999999997,147,5,4,4,Şampiyon,Jasmin Jones,DE,62
1815,1,75.43,754,3,1,2,Potansiyel,James Newton,US,19
1816,4,939.21,551,3,4,5,Sadık,Joshua Campbell,AE,53
1817,1,19.94,1357,1,1,1,Kayıp,Jennifer Baker,SG,61
1818,1,229.42,1877,1,1,3,Kayıp,Zachary Evans,FR,22
1819,4,740.42,488,4,4,5,Şampiyon,Donna Gutierrez,AE,38
1820,3,183.57999999999998,456,4,4,3,Şampiyon,Maria Alexander,ES,59
1821,1,179.4,389,4,1,3,Yeni,Jennifer Perkins,FR,32
1822,1,132.77,2072,1,1,2,Kayıp,Dustin Christensen,FR,46
1824,2,418.75,1362,1,3,4,Risk Altında,Robert Santiago,GB,52
1825,2,99.98,968,2,3,2,Risk Altında,Ryan Lindsey,US,40
1826,1,21.77,138,5,1,1,Yeni,Adam Moore,FR,65
1827,2,304.78000000000003,620,3,3,4,Sadık,Carla Reyes,CA,38
1828,1,194.03,1250,2,1,3,Kayıp,Daniel Hamilton,IN,47
1830,1,74.34,1036,2,1,2,Kayıp,Justin Spence,SE,54
1831,1,36.43,790,3,1,1,Potansiyel,Jose Johnson,AE,46
1832,1,111.41,629,3,1,2,Potansiyel,Deborah Mckee,MX,44
1833,4,642.64,305,4,4,5,Şampiyon,Timothy Williams,FR,67
1835,3,450.55999999999995,310,4,4,5,Şampiyon,Jennifer Mccarthy,DE,52
1837,2,105.85,381,4,3,2,Sadık,Jillian Brennan,IN,51
1838,2,119.24000000000001,91,5,3,2,Sadık,Ann Ross,IN,74
1839,2,233.62,654,3,3,3,Sadık,Bobby Marshall,GB,63
1840,1,129.64,1529,1,1,2,Kayıp,Patricia Clark,PL,67
1841,2,334.81,447,4,3,4,Sadık,Connor Wheeler,BR,51
1842,3,546.48,1421,1,4,5,Risk Altında,Elizabeth Carpenter,GB,53
1844,1,14.31,2007,1,1,1,Kayıp,Andrew Duran,DE,23
1845,2,317.57,77,5,3,4,Sadık,Danielle Collins,IN,29
1846,1,118.83,1802,1,1,2,Kayıp,Sarah Choi,GB,37
1847,2,190.88,23,5,3,3,Sadık,Jason James,GB,18
1848,2,358.84000000000003,265,4,3,4,Sadık,Aaron Edwards,US,50
1849,2,103.17,522,3,3,2,Sadık,Terry Perez,GB,31
1850,1,354.96,1618,1,1,4,Kayıp,Thomas Potter,US,73
1851,3,354.34000000000003,5,5,4,4,Şampiyon,Matthew Parsons,IN,63
1852,2,278.71,596,3,3,4,Sadık,Joyce Ball,FR,32
1854,2,61.1,738,3,3,1,Sadık,Jack Thompson,FR,36
1855,2,179.73,66,5,3,3,Sadık,Anita Bell,FR,31
1856,1,34.58,1067,2,1,1,Kayıp,Erin Walker,GB,48
1857,1,19.15,1725,1,1,1,Kayıp,Daniel Mitchell DDS,US,73
1858,1,109.92,1455,1,1,2,Kayıp,Christopher Brown,SG,45
1859,1,229.7,270,4,1,3,Yeni,Megan Boyd,CA,22
1860,1,242.24,791,3,1,3,Potansiyel,Sharon Walker,BR,32
1861,2,117.0,1423,1,3,2,Risk Altında,Sean Rodriguez,US,59
1862,2,108.72,123,5,3,2,Sadık,Patricia Smith,DE,63
1865,4,935.0600000000001,371,4,4,5,Şampiyon,Philip Dominguez,ZA,45
1866,1,34.33,1947,1,1,1,Kayıp,Ashley Barnes MD,CA,26
1867,1,43.01,1945,1,1,1,Kayıp,Gregory Lewis,DE,54
1869,2,259.2,25,5,3,4,Sadık,Jeffrey Miller,AU,19
1871,3,493.83000000000004,1197,2,4,5,Risk Altında,Joshua Bryant,ES,26
1872,4,820.6700000000001,534,3,4,5,Sadık,Michael Baird,BR,44
1875,1,378.48,29,5,1,4,Yeni,Robert Rose,JP,26
1876,2,257.01,1302,2,3,4,Risk Altında,Kevin Schmidt,BR,37
1877,1,16.72,426,4,1,1,Yeni,Matthew Lee,US,52
1879,1,53.82,72,5,1,1,Yeni,James Hutchinson,US,68
1880,3,452.85,146,5,4,5,Şampiyon,Donald Hill,FR,26
1882,1,98.34,1965,1,1,2,Kayıp,Taylor Faulkner,FR,47
1883,3,323.5,812,3,4,4,Sadık,David Leonard,JP,40
1884,3,357.94,722,3,4,4,Sadık,Pamela Morales,CA,47
1886,1,131.67,1585,1,1,2,Kayıp,Nicholas Williams,SG,42
1887,2,196.39000000000001,23,5,3,3,Sadık,Allen Jimenez,IN,49
1888,2,125.56,1568,1,3,2,Risk Altında,Caleb Vasquez,GB,38
1889,3,169.38,488,4,4,3,Şampiyon,Kevin Shaw,US,73
1890,3,662.26,1854,1,4,5,Risk Altında,William Weaver,PL,70
1891,2,753.7,302,4,3,5,Sadık,Robert Evans,FR,28
1892,3,296.11,349,4,4,4,Şampiyon,Matthew Torres,IN,68
1893,1,120.07,787,3,1,2,Potansiyel,Tammy Benton,NL,40
1894,2,142.01,273,4,3,2,Sadık,Kristopher Arnold,SE,57
1895,5,495.45,272,4,4,5,Şampiyon,Donald Smith,NL,45
1896,4,263.95000000000005,470,4,4,4,Şampiyon,Kristina Galvan,IN,29
1897,2,195.34,456,4,3,3,Sadık,Alexander Cruz,DE,52
1899,1,89.56,1101,2,1,2,Kayıp,Natalie Brown,GB,66
1901,4,666.85,595,3,4,5,Sadık,Ricky Butler,DE,68
1902,3,282.87,5,5,4,4,Şampiyon,Jessica Espinoza,PL,74
1903,4,516.75,257,4,4,5,Şampiyon,Allison Bell,IN,54
1904,2,135.67000000000002,1279,2,3,2,Risk Altında,Grace Hernandez,GB,37
1905,1,21.48,1339,1,1,1,Kayıp,Kaylee Villanueva,IN,62
1906,1,382.84,2012,1,1,4,Kayıp,Samantha Johnson,US,56
1907,1,132.06,352,4,1,2,Yeni,Katherine Patton,US,65
1908,2,71.85,1027,2,3,1,Risk Altında,Diana Moore,DE,35
1909,1,205.06,979,2,1,3,Kayıp,Miranda Smith,IN,58
1911,2,37.19,325,4,3,1,Sadık,Mia Steele,US,56
1913,2,160.60999999999999,147,5,3,3,Sadık,Gregory Wilson,MX,35
1914,5,434.75,219,5,4,5,Şampiyon,Tracy Parker,JP,31
1917,2,35.1,926,2,3,1,Risk Altında,Mark Davis,PL,35
1918,1,196.37,795,3,1,3,Potansiyel,Mary Allen,PL,37
1919,3,526.9100000000001,294,4,4,5,Şampiyon,Cynthia Ayala,US,71
1920,1,20.15,1651,1,1,1,Kayıp,Jeffrey Miller,SG,35
1923,2,350.95,279,4,3,4,Sadık,Jon Valdez,US,63
1924,1,341.8,653,3,1,4,Potansiyel,Brandon Gonzalez,FR,31
1926,1,212.93,1806,1,1,3,Kayıp,Jeffrey Dean,MX,29
1927,2,256.14,1847,1,3,3,Risk Altında,Tasha Montoya,CA,38
1928,1,162.26,2020,1,1,3,Kayıp,Mrs. Jasmine Young,ES,49
1929,3,90.44,1152,2,4,2,Risk Altında,Ryan Baxter,BR,48
1932,1,326.02,1543,1,1,4,Kayıp,Janet Hansen,CA,73
1933,4,317.29,95,5,4,4,Şampiyon,Regina Morgan,SG,68
1934,2,265.28999999999996,417,4,3,4,Sadık,Brianna Moore,ZA,31
1935,4,304.18,214,5,4,4,Şampiyon,Lisa Hayden,DE,56
1936,4,603.22,135,5,4,5,Şampiyon,Juan Bass,SG,54
1937,3,901.08,241,4,4,5,Şampiyon,Timothy Norman,DE,41
1938,3,196.95,1160,2,4,3,Risk Altında,Reginald Pacheco,CA,22
1939,2,108.72999999999999,1460,1,3,2,Risk Altında,Kristi Bailey MD,DE,51
1940,1,152.03,3,5,1,3,Yeni,Michelle Williams,US,39
1942,4,319.76,560,3,4,4,Sadık,Bailey Coleman,NL,53
1943,2,241.72,171,5,3,3,Sadık,Frank Larson,SE,70
1944,1,168.18,1284,2,1,3,Kayıp,Sabrina Randolph,NL,40
1945,3,263.87,394,4,4,4,Şampiyon,Timothy Miller,US,22
1946,1,75.24,955,2,1,2,Kayıp,Courtney Carrillo,SE,23
1947,2,144.84,880,2,3,2,Risk Altında,Shari Johnson,GB,50
1948,5,447.69,1205,2,4,5,Risk Altında,Raymond Gallagher,US,68
1949,2,225.28000000000003,1567,1,3,3,Risk Altında,Kathryn Bauer,US,53
1951,1,17.87,1227,2,1,1,Kayıp,Wesley Phillips,US,46
1952,5,574.88,35,5,4,5,Şampiyon,Andrea Conway,IN,42
1953,1,228.0,1775,1,1,3,Kayıp,Donald Morris,GB,38
1954,1,14.08,1881,1,1,1,Kayıp,Kyle Reese,SG,38
1955,1,427.11,622,3,1,4,Potansiyel,Jennifer Gonzalez,CA,18
1956,1,211.82,1002,2,1,3,Kayıp,Karen Hale,AU,75
1957,2,197.75,1957,1,3,3,Risk Altında,Rickey Watson,GB,74
1958,1,145.9,1988,1,1,2,Kayıp,Maria Giles,FR,22
1959,3,593.51,471,4,4,5,Şampiyon,Sean Shelton,BR,55
1960,2,100.96000000000001,1964,1,3,2,Risk Altında,Stephen Glover,PL,56
1961,1,41.23,171,5,1,1,Yeni,Erica Mason,US,55
1962,3,122.29,189,5,4,2,Şampiyon,Christie Peck,ES,31
1963,1,246.53,251,4,1,3,Yeni,Shane Pennington,GB,58
1964,2,168.09,533,3,3,3,Sadık,Tyler Rojas,US,48
1965,2,15.29,486,4,3,1,Sadık,Cheryl Fernandez,SG,72
1966,3,485.1,109,5,4,5,Şampiyon,Jessica Thompson,GB,74
1967,3,211.88,648,3,4,3,Sadık,Kelly Henry,IN,70
1968,3,427.36,124,5,4,4,Şampiyon,Eric Armstrong,JP,36
1969,1,7.68,309,4,1,1,Yeni,Brittney Smith,JP,29
1970,2,346.46000000000004,1474,1,3,4,Risk Altında,Sarah Fuller,BR,53
1971,2,170.47,83,5,3,3,Sadık,Kenneth Lopez,SG,68
1972,1,135.19,297,4,1,2,Yeni,Mr. Ryan Bowen,ZA,21
1973,5,675.28,7,5,4,5,Şampiyon,Joshua Pham,US,50
1974,1,268.2,1760,1,1,4,Kayıp,Heather Hunt,US,20
1976,2,57.44,780,3,3,1,Sadık,Amy Collins,IN,39
1977,3,393.41,424,4,4,4,Şampiyon,Howard Burgess,IN,56
1978,2,149.13,582,3,3,2,Sadık,Erin Lee,DE,32
1979,3,173.35,58,5,4,3,Şampiyon,Luis Myers,FR,74
1981,1,72.49,733,3,1,1,Potansiyel,Casey Key,IN,23
1982,3,138.68,812,3,4,2,Sadık,Crystal Johnson DDS,MX,39
1983,3,103.41,459,4,4,2,Şampiyon,Daniel Brady DVM,NL,34
1985,1,94.32,827,3,1,2,Potansiyel,Anthony Allison,MX,60
1986,1,203.8,1891,1,1,3,Kayıp,Ryan Gibbs,DE,55
1987,1,28.48,1958,1,1,1,Kayıp,David Estes,CA,22
1988,3,439.23,1006,2,4,5,Risk Altında,Jennifer Wright,IN,37
1991,2,137.76999999999998,974,2,3,2,Risk Altında,Diana Little,DE,40
1992,1,94.38,1210,2,1,2,Kayıp,Erik Smith,SG,50
1994,1,188.95,884,2,1,3,Kayıp,Alexander Wheeler,US,35
1996,3,268.2,413,4,4,4,Şampiyon,Terry Hanson,GB,30
1997,5,1170.4099999999999,393,4,4,5,Şampiyon,Anna Hernandez,MX,50
1998,4,655.29,794,3,4,5,Sadık,Norma Robinson,US,58
1999,2,355.98,1054,2,3,4,Risk Altında,Stephanie Reyes,ES,50
2000,1,143.42,2079,1,1,2,Kayıp,Chelsea Olson,SG,26
2001,4,632.8199999999999,426,4,4,5,Şampiyon,Patricia Lambert,DE,28
2003,2,36.08,395,4,3,1,Sadık,Mrs. Rachel Steele,CA,72
2004,3,470.22,698,3,4,5,Sadık,Pamela Villa,CA,48
2005,1,191.24,828,3,1,3,Potansiyel,Anna Lopez,NL,43
2006,2,33.69,251,4,3,1,Sadık,Michael Cooley,SE,35
2007,3,263.35,88,5,4,4,Şampiyon,Curtis Tucker,MX,32
2008,2,504.75,521,3,3,5,Sadık,Robert Nguyen,ZA,45
2009,3,298.01,261,4,4,4,Şampiyon,Devin Smith,BR,62
2010,2,156.69,567,3,3,3,Sadık,Carrie Miles,SG,20
2011,2,650.23,141,5,3,5,Sadık,Whitney Ferguson,JP,54
2013,3,398.07,1030,2,4,4,Risk Altında,Melissa Fernandez DDS,DE,42
2014,2,146.36,857,2,3,2,Risk Altında,Maureen Archer,AU,37
2017,1,136.08,1142,2,1,2,Kayıp,Kristin Schmidt,FR,54
2018,2,793.0799999999999,243,4,3,5,Sadık,Lee Lee,GB,69
2019,2,97.69,950,2,3,2,Risk Altında,Gregory Ward,SG,61
2021,3,236.98999999999998,954,2,4,3,Risk Altında,Theresa Richardson,JP,65
2022,2,130.60999999999999,1636,1,3,2,Risk Altında,Matthew Collins,GB,20
2025,1,196.56,1556,1,1,3,Kayıp,Hannah Fuentes,AE,66
2026,1,36.39,1059,2,1,1,Kayıp,David Nelson,PL,33
2029,2,478.40000000000003,382,4,3,5,Sadık,Nicholas Martinez,US,44
2030,1,77.72,626,3,1,2,Potansiyel,Megan Green,BR,47
2032,3,235.53,1176,2,4,3,Risk Altında,Alexandra Blevins,PL,43
2033,2,240.89,1105,2,3,3,Risk Altında,Erica Conner,CA,31
2034,1,32.73,414,4,1,1,Yeni,Melissa Blair,DE,24
2035,3,223.56,1073,2,4,3,Risk Altında,Timothy Perry,ES,43
2036,1,126.83,298,4,1,2,Yeni,Eric Berry,IN,45
2038,2,221.93,328,4,3,3,Sadık,Robert Calhoun,ES,32
2039,3,466.26,565,3,4,5,Sadık,Bradley Ibarra,SG,25
2040,5,859.13,378,4,4,5,Şampiyon,Stephanie Griffith,NL,34
2043,1,81.01,1608,1,1,2,Kayıp,Mitchell Cooper,US,44
2044,2,126.97,1472,1,3,2,Risk Altında,Bradley Hughes,FR,60
2045,2,110.72,267,4,3,2,Sadık,Megan Butler,IN,64
2046,2,40.52,1537,1,3,1,Risk Altında,Tim Thompson,FR,54
2048,2,192.34,558,3,3,3,Sadık,Tamara Gardner,NL,62
2049,3,549.6800000000001,684,3,4,5,Sadık,Brian Hanson,ES,57
2051,2,74.55,1101,2,3,2,Risk Altında,Beverly Davis,FR,43
2052,1,101.42,1769,1,1,2,Kayıp,Lori Davis,GB,68
2054,4,302.35,400,4,4,4,Şampiyon,Anthony Byrd,US,64
2055,2,108.57000000000001,725,3,3,2,Sadık,Amy Olson,SG,42
2056,1,40.42,391,4,1,1,Yeni,Joy Pierce,DE,38
2057,4,340.65,163,5,4,4,Şampiyon,George Adams,BR,53
2058,1,228.25,353,4,1,3,Yeni,Renee Martin,US,23
2059,3,552.74,925,2,4,5,Risk Altında,Elizabeth Sanchez,NL,46
2060,2,559.75,736,3,3,5,Sadık,Jeffrey Garcia,CA,63
2061,2,289.87,666,3,3,4,Sadık,Brian Wade,ES,38
2062,1,215.8,1598,1,1,3,Kayıp,Dave Mercado,GB,35
2064,3,410.39,1294,2,4,4,Risk Altında,Emily Thompson,BR,61
2065,2,399.02,1117,2,3,4,Risk Altında,Catherine Hayden,JP,71
2066,3,272.39,697,3,4,4,Sadık,Nathan Singh,BR,59
2067,2,336.93,1459,1,3,4,Risk Altında,Kristen Jordan,DE,62
2068,1,304.92,276,4,1,4,Yeni,Jordan Robinson,JP,68
2069,2,162.82,357,4,3,3,Sadık,Kimberly Oliver,SG,39
2070,3,91.56,168,5,4,2,Şampiyon,Andrew Manning,US,69
2071,1,21.98,587,3,1,1,Potansiyel,Kevin Wells,ES,46
2072,1,63.04,2013,1,1,1,Kayıp,Gabriela Parsons,FR,45
2073,1,307.74,2112,1,1,4,Kayıp,Angel Garcia,PL,51
2074,2,155.56,985,2,3,3,Risk Altında,Jesus Ramirez,GB,35
2075,2,122.11000000000001,108,5,3,2,Sadık,Carly Manning,ES,74
2076,1,7.51,1014,2,1,1,Kayıp,Jasmine Palmer,FR,60
2077,3,348.31,360,4,4,4,Şampiyon,Jamie Leblanc,US,41
2078,3,1264.53,899,2,4,5,Risk Altında,Tanner Harris,US,20
2079,3,808.53,42,5,4,5,Şampiyon,Micheal Miranda,CA,21
2081,5,835.6800000000001,166,5,4,5,Şampiyon,Karl Hartman,IN,36
2084,3,520.74,77,5,4,5,Şampiyon,Kelly Baker,FR,34
2085,4,347.54,83,5,4,4,Şampiyon,Chelsey Gordon,US,59
2086,1,147.49,688,3,1,2,Potansiyel,Ernest Taylor,BR,25
2087,1,214.82,1139,2,1,3,Kayıp,Laura Thomas,FR,50
2088,1,16.5,669,3,1,1,Potansiyel,Tanya Harding,FR,21
2089,2,247.29,1089,2,3,3,Risk Altında,Brittany Nelson,DE,56
2090,5,383.49,61,5,4,4,Şampiyon,Chelsea Cruz,ES,37
2091,3,152.78,1164,2,4,3,Risk Altında,David Randolph,US,24
2092,1,113.52,1470,1,1,2,Kayıp,Tammy Martinez,US,43
2094,3,534.41,55,5,4,5,Şampiyon,Stephen Mejia,AU,45
2095,1,212.74,1286,2,1,3,Kayıp,Nicholas Paul,MX,65
2096,2,597.94,1247,2,3,5,Risk Altında,Brandon Anderson,IN,26
2098,1,171.98,730,3,1,3,Potansiyel,Tyler Sosa,US,54
2099,1,137.39,1627,1,1,2,Kayıp,Joseph Whitehead,US,25
2100,1,94.7,783,3,1,2,Potansiyel,Tammy Campbell,IN,35
2102,2,226.19,1572,1,3,3,Risk Altında,Kimberly Hickman,SE,61
2103,1,242.31,1568,1,1,3,Kayıp,Robert Gibson,IN,28
2104,1,52.75,284,4,1,1,Yeni,Joshua Lloyd,AE,21
2105,4,434.79,607,3,4,5,Sadık,Christopher Taylor,ES,32
2106,3,461.1,818,3,4,5,Sadık,Barry Weaver,US,26
2107,2,95.18,352,4,3,2,Sadık,Cory Flores,US,39
2108,3,360.0,6,5,4,4,Şampiyon,Ryan Hansen,GB,69
2110,2,396.4,41,5,3,4,Sadık,Kylie Gilbert,US,72
2111,1,255.85,32,5,1,3,Yeni,Lee Watson,GB,45
2112,2,97.43,195,5,3,2,Sadık,Donald Moreno,DE,34
2113,2,107.02,1021,2,3,2,Risk Altında,John Velazquez,US,34
2114,1,47.39,1060,2,1,1,Kayıp,Sandra Vaughan,SG,67
2115,1,248.57,605,3,1,3,Potansiyel,Lori Johnson,US,73
2116,2,457.01,240,4,3,5,Sadık,Ann Tapia,PL,54
2117,1,170.62,1674,1,1,3,Kayıp,Holly Wagner,DE,75
2118,2,175.73,745,3,3,3,Sadık,Kim Gutierrez,US,75
2120,2,308.68,734,3,3,4,Sadık,Rebecca Alvarado,SG,36
2121,6,818.48,141,5,4,5,Şampiyon,Kevin Garza,MX,49
2122,2,532.42,531,3,3,5,Sadık,Belinda Payne,US,65
2123,2,400.07,1504,1,3,4,Risk Altında,Tamara Huffman,DE,47
2124,2,270.78,905,2,3,4,Risk Altında,Todd Ali Jr.,GB,41
2125,2,141.66,20,5,3,2,Sadık,Jonathan Clark,GB,59
2126,2,41.51,315,4,3,1,Sadık,Ashley Clark,ES,43
2128,2,90.95,156,5,3,2,Sadık,Nichole Schroeder,MX,62
2129,2,249.95,945,2,3,3,Risk Altında,Thomas Hughes,SG,57
2130,5,415.8,240,4,4,4,Şampiyon,Kimberly Cole,FR,62
2131,2,262.15,1156,2,3,4,Risk Altında,Suzanne Cole,DE,31
2133,3,872.51,1124,2,4,5,Risk Altında,Andrew Smith,ES,37
2134,3,331.19,765,3,4,4,Sadık,Dustin Lee,PL,31
2135,5,587.84,455,4,4,5,Şampiyon,Peter Carson,DE,42
2136,1,66.22,690,3,1,1,Potansiyel,Mark Ward,AU,49
2137,3,390.5,136,5,4,4,Şampiyon,Brian Mathis,JP,37
2138,2,88.13,1694,1,3,2,Risk Altında,Victoria Hernandez,DE,58
2139,2,182.01,233,4,3,3,Sadık,Ashley Levine,US,61
2140,3,197.05,859,2,4,3,Risk Altında,Jamie Mcfarland,GB,22
2141,2,506.38,147,5,3,5,Sadık,Rodney Collins,IN,22
2142,6,764.44,162,5,4,5,Şampiyon,Kelly Bell,US,48
2144,2,444.46000000000004,1076,2,3,5,Risk Altında,Wendy Thompson,US,21
2146,1,65.48,1862,1,1,1,Kayıp,Kerri Sosa,AU,30
2148,2,527.78,642,3,3,5,Sadık,Anna Garcia,IN,55
2149,3,589.13,122,5,4,5,Şampiyon,Stacy Pierce,JP,18
2150,6,549.24,111,5,4,5,Şampiyon,Dr. Catherine Garza,SE,50
2151,1,481.12,1556,1,1,5,Kayıp,Lindsey Jacobs,ZA,58
2152,4,512.51,280,4,4,5,Şampiyon,Omar Winters,US,75
2155,2,291.26,447,4,3,4,Sadık,Bradley Bailey,US,53
2156,1,10.6,997,2,1,1,Kayıp,Mariah Wise,US,46
2158,2,189.55,1422,1,3,3,Risk Altında,Henry Bell,CA,65
2159,1,210.82,798,3,1,3,Potansiyel,Katherine Carr,FR,30
2160,2,269.78999999999996,160,5,3,4,Sadık,David Pham,US,74
2161,2,58.75,393,4,3,1,Sadık,Thomas Gibbs,FR,42
2162,1,66.04,117,5,1,1,Yeni,Jennifer Russell,PL,64
2163,1,24.57,791,3,1,1,Potansiyel,David Johnson,US,69
2164,1,187.45,780,3,1,3,Potansiyel,James Ortiz,IN,54
2165,1,195.87,2020,1,1,3,Kayıp,Caroline Moore,AU,56
2166,2,203.44,1434,1,3,3,Risk Altında,Crystal Flores,AE,46
2167,3,304.91,333,4,4,4,Şampiyon,Sheena Watson,ES,50
2169,4,642.2,54,5,4,5,Şampiyon,Derek Jones,GB,60
2170,1,163.78,515,3,1,3,Potansiyel,Joshua Smith,MX,62
2172,3,314.45,454,4,4,4,Şampiyon,Stephanie Thompson,DE,34
2173,1,30.61,1014,2,1,1,Kayıp,Christina Martin,DE,21
2175,3,239.42000000000002,7,5,4,3,Şampiyon,Shari Lynch,ZA,39
2176,2,274.39,158,5,3,4,Sadık,Edward White,MX,32
2177,4,388.45,477,4,4,4,Şampiyon,Mr. John Jacobson Jr.,GB,34
2178,2,258.68,377,4,3,4,Sadık,Eric Robinson,SE,67
2179,1,67.76,2021,1,1,1,Kayıp,Terrence Miller,AU,73
2180,3,638.61,315,4,4,5,Şampiyon,Dawn Elliott,NL,46
2181,2,207.9,684,3,3,3,Sadık,Kimberly Chase,US,60
2182,1,12.55,1927,1,1,1,Kayıp,Alexandra Reynolds,US,59
2183,3,279.0,1067,2,4,4,Risk Altında,Elizabeth Hall,GB,29
2184,3,408.45,120,5,4,4,Şampiyon,Marc Smith,GB,34
2185,2,243.27,463,4,3,3,Sadık,Kelly Freeman,AE,59
2186,1,101.52,1299,2,1,2,Kayıp,Patricia Park,US,71
2187,2,208.03,689,3,3,3,Sadık,Steve Johnson,NL,29
2188,2,185.32999999999998,910,2,3,3,Risk Altında,Deborah Reyes,GB,20
2189,2,382.78999999999996,247,4,3,4,Sadık,Tina Rich,JP,20
2191,2,53.7,647,3,3,1,Sadık,Jimmy Hodge,BR,66
2192,1,40.3,1826,1,1,1,Kayıp,Lauren Green,JP,59
2193,2,346.42,357,4,3,4,Sadık,Laurie Hill MD,SG,62
2195,2,97.94,1336,2,3,2,Risk Altında,Peter Hogan,US,31
2196,2,241.4,1108,2,3,3,Risk Altında,Austin Tanner,US,30
2197,1,366.01,380,4,1,4,Yeni,Kim Patel,PL,26
2198,3,381.98,303,4,4,4,Şampiyon,Alyssa Bailey,US,53
2200,1,176.68,1459,1,1,3,Kayıp,Dr. Jennifer Sanders MD,MX,22
2201,1,69.33,522,3,1,1,Potansiyel,Kristi Russo,US,19
2202,2,217.36999999999998,792,3,3,3,Sadık,Holly Franklin,BR,56
2203,3,308.40000000000003,188,5,4,4,Şampiyon,Meagan Nicholson,IN,31
2204,2,107.32,1624,1,3,2,Risk Altında,Denise Wells,IN,63
2205,3,361.46000000000004,204,5,4,4,Şampiyon,Darren Miller,GB,49
2206,1,49.16,1412,1,1,1,Kayıp,Ms. Shannon Jones,SE,34
2207,4,693.7,427,4,4,5,Şampiyon,Michael Bryant MD,CA,46
2208,5,553.9,163,5,4,5,Şampiyon,Edward Rogers,CA,60
2209,1,91.82,631,3,1,2,Potansiyel,Jacob Williams,BR,27
2210,2,109.83000000000001,1091,2,3,2,Risk Altında,Jamie Bailey,IN,73
2212,3,264.58000000000004,290,4,4,4,Şampiyon,Kenneth Poole,DE,56
2213,1,511.5,718,3,1,5,Potansiyel,Karen Schmidt,SE,54
2214,1,281.68,1449,1,1,4,Kayıp,Jeanette Robinson,FR,37
2216,1,160.28,74,5,1,3,Yeni,Rebekah Snyder,CA,22
2217,1,185.57,1336,2,1,3,Kayıp,Bobby Wong,IN,49
2218,3,112.41999999999999,199,5,4,2,Şampiyon,Jennifer Mack,MX,73
2219,4,472.97,69,5,4,5,Şampiyon,William Hanna,US,72
2220,2,76.12,570,3,3,2,Sadık,John Guzman,US,31
2221,2,249.19,360,4,3,3,Sadık,Cody Lucas,US,37
2222,1,155.74,767,3,1,3,Potansiyel,David Trevino,MX,20
2223,2,2100.4300000000003,220,5,3,5,Sadık,Ashley Scott,NL,35
2224,3,586.6800000000001,1473,1,4,5,Risk Altında,Katherine Cortez,NL,34
2225,3,183.41,193,5,4,3,Şampiyon,Arthur Hobbs,CA,26
2226,6,940.94,245,4,4,5,Şampiyon,Anne Maldonado,BR,54
2228,1,94.77,1429,1,1,2,Kayıp,Katherine Bush,GB,48
2229,1,7.28,1851,1,1,1,Kayıp,Vanessa Sanchez,BR,57
2230,2,529.99,1262,2,3,5,Risk Altında,Joe Sanchez,CA,50
2231,2,199.45000000000002,893,2,3,3,Risk Altında,Gwendolyn Lozano,FR,33
